Geography,Wages (1),Type of work,North American Industry Classification System (NAICS) (4),Sex,Age group,Jan-00,Feb-00,Mar-00,Apr-00,May-00,Jun-00,Jul-00,Aug-00,Sep-00,Oct-00,Nov-00,Dec-00,Jan-01,Feb-01,Mar-01,Apr-01,May-01,Jun-01,Jul-01,Aug-01,Sep-01,Oct-01,Nov-01,Dec-01,Jan-02,Feb-02,Mar-02,Apr-02,May-02,Jun-02,Jul-02,Aug-02,Sep-02,Oct-02,Nov-02,Dec-02,Jan-03,Feb-03,Mar-03,Apr-03,May-03,Jun-03,Jul-03,Aug-03,Sep-03,Oct-03,Nov-03,Dec-03,Jan-04,Feb-04,Mar-04,Apr-04,May-04,Jun-04,Jul-04,Aug-04,Sep-04,Oct-04,Nov-04,Dec-04,Jan-05,Feb-05,Mar-05,Apr-05,May-05,Jun-05,Jul-05,Aug-05,Sep-05,Oct-05,Nov-05,Dec-05,Jan-06,Feb-06,Mar-06,Apr-06,May-06,Jun-06,Jul-06,Aug-06,Sep-06,Oct-06,Nov-06,Dec-06,Jan-07,Feb-07,Mar-07,Apr-07,May-07,Jun-07,Jul-07,Aug-07,Sep-07,Oct-07,Nov-07,Dec-07,Jan-08,Feb-08,Mar-08,Apr-08,May-08,Jun-08,Jul-08,Aug-08,Sep-08,Oct-08,Nov-08,Dec-08,Jan-09,Feb-09,Mar-09,Apr-09,May-09,Jun-09,Jul-09,Aug-09,Sep-09,Oct-09,Nov-09,Dec-09,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15
New Brunswick,Average weekly wage rate,Both full- and part-time employees,"Finance, insurance, real estate and leasing [52-53] ",Both sexes,15 to 24 years,283.16,237.75,268.86,292.68,333.61,299.91,368.9,312.1,379.42,291.07,209.11,300.25,286.92,319.82,252.91,367.43,295.13,302.92,337.31,381.82,448.22,365.03,347.42,367.82,409.41,310,298.38,334.23,290.97,365.2,326.62,331.08,392.25,405.68,398.14,401.32,369.18,347.85,372.85,405.87,353.84,332.64,339.18,310.39,352.71,442.59,425.39,340.07,440.54,520.63,355.16,550.4,342.84,270.23,312.12,257.85,229.09,239.07,253.93,282.01,303.12,248.98,278.72,310.97,301.15,263,302.06,301.8,397.21,420.06,388,386.61,319.68,364.45,240.58,219.75,347.62,415.73,447.04,450.28,443.15,294.61,333.1,258.79,121.54,213.34,342.73,352.42,404.59,440.44,441.44,453.63,328,464.76,363.05,292.67,375.23,528.93,350.69,359.52,312.37,284.6,410.87,405.14,395.59,487.79,497.25,475,399.39,516.99,445.68,423.55,419.4,542.16,497.88,542.51,361.86,407.02,380.48,453.77,366.12,478.65,497.36,452.87,413.1,426.79,595.92,503.29,707.26,545.23,578.47,x,x,x,605.49,513.23,x,x,394.49,453.59,283.79,412.49,554.14,416.87,514.89,524.19,472.05,469.89,467.81,445.76,450.14,488.26,463.7,488.19,501.98,436.73,440.45,535.48,x,x,x,484.06,x,476.68,583.72,629.73,520.1,585.78,607.05,475.19,504.21,498.2,492.84,485.68,460.29,523.03,x,x,x,461.66,478.31
New Brunswick,Average weekly wage rate,Both full- and part-time employees,"Professional, scientific and technical services [54] ",Both sexes,15 to 24 years,x,x,x,390.92,x,443.32,511.87,455,447.4,417.09,312.5,407.86,379.95,403.87,411.29,533.67,514.24,467.21,461.65,346.69,349.57,441.29,481.25,411.49,347.01,340.45,395,436.99,413.09,360.48,453.1,482.24,457.42,491.38,481.25,456.48,493.78,471.69,511.09,409.66,461.55,377.63,357.77,337.28,315.18,304.55,239.62,341.01,290.03,311.58,365.1,401.32,446.58,378.62,390.17,328.6,243.99,284.76,493.56,422.41,433.1,355.16,425.97,297.05,403.44,398,339.96,320.56,377.97,480.65,476.98,380.18,415.68,344.11,394.34,411.28,502.7,601.38,492.62,568.56,569.95,535.1,497.03,600.59,468.82,503.5,497.61,475.16,413.3,411.01,379.25,399.58,390.69,414.12,369.19,350.5,369.58,341.73,473.06,424.69,504.26,577.54,502.47,539.85,477.24,527.19,544.3,637.64,532.42,407.33,445.23,392.64,595.85,562.52,561.81,624.82,419.58,475.24,519.13,556.57,549.15,570.53,497.33,495.96,478.04,487.92,497.8,476.92,510.22,493.61,717.92,545.24,595.04,450.11,562.04,503.29,544.15,560,560.82,594.22,x,590.63,x,405.48,495.76,465.34,500.43,x,433.07,389.26,508.18,509.24,636.56,633.54,549.46,732.78,521.42,594.73,561.71,474.21,584.3,589.02,705.24,479.12,538.42,588.94,478.87,755.65,661,719,744.72,920.41,617.75,589.54,635.76,627.48,707.7,636.33,659.9,614.13,626.08
New Brunswick,Average weekly wage rate,Both full- and part-time employees,"Business, building and other support services [55-56]  (6)",Both sexes,15 to 24 years,252.49,290.68,304.08,306.71,303.27,300.77,303.49,296.55,294.76,303.26,331.44,312.14,308.6,319.88,354.42,357.88,332.58,323.14,345.56,313.23,309.6,304.4,324.01,353.32,357.51,343.19,344.93,320.56,351.44,328.3,353.89,323.58,341.17,354.22,341.26,380.5,365.31,336.64,307.03,296.04,332.28,345.28,336.46,362.49,359.81,368.77,360.9,350.43,384.61,379.48,400.5,360.42,345.43,376.45,389,369.84,370.28,391.45,361.86,346.86,339.2,378.52,336.97,319.94,330.64,355.29,340.98,373.5,346.92,324.09,349.01,315.71,331.95,321.93,338.79,333.87,369.31,371.45,352.52,398.55,363.41,340.24,354.97,359.02,363.79,356.19,357.22,338.25,371.03,343.45,383.84,390.39,361.73,343.66,308.79,318.94,378.54,342.48,365.43,403.97,406.17,422.33,407.12,421.48,366.36,409.05,362.41,393.84,403.47,391.34,389.92,422.6,426.71,417.57,449.9,426.89,426.55,413.68,442.11,406.26,418.54,417.68,428.19,411.54,332.42,327.65,359.37,430.54,386.02,396.06,433.6,401.85,470.76,380.98,392.8,420.04,433.31,441.97,426.94,455.46,367.5,401.82,418.59,402.3,375.37,391.44,418.91,394.43,446.08,451.86,465.53,477.58,414.34,336.63,330.55,401.05,406.29,447.76,429.3,423.95,425.96,428.41,478.27,487.53,422.8,423.77,409.33,419.94,384.78,425.53,426.47,509.75,458.49,443.85,446.87,471.5,491.71,422.08,503.39,485.52,502.99
New Brunswick,Average weekly wage rate,Both full- and part-time employees,Educational services [61] ,Both sexes,15 to 24 years,246.49,233.07,235.11,263.21,379.38,379.74,385.35,394.75,303.49,258.36,270,238.93,312.99,233.5,301.15,259.16,321.75,298.17,256.8,237.18,318.67,247.18,285.5,312.77,297.12,239.26,235.13,410.29,369.23,492.59,325.01,356.59,208.95,264.62,200.33,145.18,145.93,144.77,158.7,153.06,309.05,372.25,336.01,347.48,195.74,150.09,168.8,179.67,189.2,290.02,227.46,326.49,371.4,387.44,324.44,440.2,216.13,218.39,270.63,279.7,326.26,325.48,309.45,404.91,341.61,361.4,370.94,378.48,340.27,263.24,259.02,260.97,349.35,289.16,300.08,302.08,322.6,247.7,233.91,284.09,234.93,234.39,408.16,72.6,172.08,165.15,140.73,176.58,356.23,438.87,386.93,410.51,322.64,223.26,234.61,253.88,481.83,367.56,400.55,367.69,439.88,453.04,392.19,505.17,335.5,299.69,390.32,358.9,464.49,449.29,285.37,294.21,296.97,312.94,352.83,334.06,285.57,376.25,467.34,392.35,332.4,269.27,325.08,281.1,348.71,452.73,474.87,436.13,239.37,252.92,268.69,236.67,193.53,291.68,211.6,322.89,483.92,602.86,340.69,414.76,264.06,279.39,321.32,270.39,229.77,159.05,230.1,138.87,412.68,436.83,441.81,416.67,264.38,263.04,303.71,297.79,250.42,270.58,219.07,249.86,198.26,214.09,587.06,x,181.91,285.34,196.89,283.93,301.57,333.85,272.23,211.83,289.68,289.25,391.85,433.1,437.06,354.25,346.79,416.33,436.22
New Brunswick,Average weekly wage rate,Both full- and part-time employees,Health care and social assistance [62] ,Both sexes,15 to 24 years,326.64,341.9,345.32,409.25,346.71,301.97,368.45,352.5,364.73,336.62,321.2,291.15,307.78,307.28,311.54,305.53,311.06,359.99,335.1,309.46,324.42,310.12,291.66,323.84,301.07,337.71,334.15,379.59,308.27,314.33,286.27,320.19,406.36,398.25,389.93,419.59,411.62,349.58,385.47,428.74,430.56,473.63,391.57,350.92,340.34,301.78,317.69,323.03,317.53,371.73,328.28,347.8,350.75,367.54,424.13,457.95,415.18,424.74,434.9,393.55,447.4,405.18,419.9,423.86,446.68,420.33,457.02,512.49,571.4,467,430.49,418.86,429.4,357.7,420.72,419.43,400.59,434.23,385.77,374.06,417.69,515.25,490.6,450.5,330.07,371.08,402.17,402.72,377.65,384.2,403.4,370.63,421.01,385.15,432.39,438.58,359.5,386.77,429.11,408.8,434.1,436.76,461.59,511.82,589.52,483.64,467.75,508.11,381.89,461.11,431.32,423.75,423.42,485.8,553.31,588.42,533.94,419.89,428.04,422.96,490.48,527.4,491.86,512.25,471.08,449.28,413.07,423.14,414.51,392.56,430.23,505.16,427.6,456.35,531.57,480.64,498.91,542.43,565.86,578.32,590.01,415.74,517.92,541.52,529.52,525.28,530.13,585.48,474.86,404.95,465.46,459.95,388,376.63,398.64,400.07,417.61,408.82,436.3,429.91,470.13,487.27,481.03,410.48,444.89,502.15,519.93,607.76,462.99,465.02,481.87,525.6,371.31,403.9,459,508.11,455.01,455.52,462.05,464.32,562.33
New Brunswick,Average weekly wage rate,Both full- and part-time employees,"Information, culture and recreation [51 71] ",Both sexes,15 to 24 years,170.76,181.12,159.93,223.44,281.06,282.67,255.6,251.69,198.1,175.75,145.5,136.11,172.75,145.81,171.06,132.42,170.97,236.66,285.07,273.29,323.6,324.15,304.61,259.03,226.82,174.75,211.09,211.13,257.4,242.61,264.58,256.38,167.13,205.67,168.25,203.61,166.84,176.29,166.03,230.91,230.94,236.58,323.19,288.98,265.63,211.87,204.9,233.86,202.19,197.55,235.1,294.18,249.14,240.53,273.07,265.71,235.66,260.75,254.91,176.53,216.74,180.07,173.23,235.84,287.85,350.45,292.52,275.07,319.9,281,231.09,212.97,233.8,163.55,131.77,134.04,212.62,236.03,265.47,271.44,186.44,200.32,199.54,145.73,115.23,108.22,125.07,190.8,203.03,288.33,355.31,391.11,350.79,333.85,345.06,308.84,335.71,332.68,198.32,237.74,263.6,283.52,301.89,328.78,295.5,297.18,196.13,249.28,203.32,215.3,313.01,299.96,276.95,284.74,329.16,353.12,207.13,288.98,227.52,252.7,243.26,278.35,254.85,283.91,280.79,362.49,335.57,348.55,298.97,286.79,234.97,183.41,266.43,239.66,273.77,416.88,356.11,424.57,422.12,404.53,347.73,345.57,319.07,365.34,277.82,229.43,189.23,354.28,415.74,393.66,383.18,412.43,304.76,227.08,283.28,325.87,274.06,285.98,299.3,239.93,270.03,288.61,367.62,365.75,178.02,291.2,289.7,312.82,236.65,183.56,167.57,97.6,108.44,337.44,423.01,425.91,343.3,393.02,141.84,188.24,198.32
New Brunswick,Average weekly wage rate,Both full- and part-time employees,Accommodation and food services [72] ,Both sexes,15 to 24 years,167.79,158.07,173.78,153.42,174.72,163.98,203.77,212.87,162.74,169.92,157.32,163.91,158.33,174.43,167.68,163.69,158.84,183.06,224.15,224.04,162.45,181.33,163.66,154.56,154.62,141.31,168.03,173.39,174.78,185.92,214.66,210.86,178.25,192.23,184.16,185.07,182.3,178.98,190.55,146.51,164.98,188.57,224.33,235.28,169.21,160.25,176.1,170.15,162.86,160.34,178.77,168.36,176.9,196.08,241.34,241.74,197.7,206.67,199.57,207.32,189.37,178.25,146.86,143.4,146.82,179.4,209.23,242.64,149.36,178.75,180.36,155.66,157.45,176.65,186.7,188.87,205.7,199.83,230.47,270.91,212.18,228.08,200.07,191.11,162.41,171.27,166.92,166.26,177.52,195.84,224.88,246.44,202.75,198.06,236.32,213.95,209.65,191.76,181.41,179.84,185.15,202.98,289.72,277.42,197.55,190.1,173.41,203.9,192.65,202.56,194.43,182.06,191.6,212.47,270.12,292.51,227.87,235.17,199.72,187.6,193.9,199.68,215,222.01,227.38,243.44,268.68,304.71,213.78,210.28,216.06,239.38,217.65,224.83,229.26,198.72,217.18,221.8,271.8,302.35,221.53,195.33,201.52,219.89,246.26,227.85,238.71,281.55,276.72,282.86,288.05,311.6,248.31,218.56,216.22,265.56,235.94,240.97,267.87,251.98,245.06,253.67,308.06,290.85,248.93,246.88,253.51,230.09,228.84,257.28,239.99,239.24,248.57,255.54,297.92,306.74,224.35,245.49,282.16,264.09,280.91
New Brunswick,Average weekly wage rate,Both full- and part-time employees,Other services [81] ,Both sexes,15 to 24 years,299.68,295.14,235.84,304.08,295.14,290.07,243.69,234.14,266.1,252.78,222.58,184.24,228.91,175.9,219.86,177.01,325.5,291.42,317.31,308.06,343.48,316.61,328.16,312.41,228.81,218.43,272.84,321.47,349.03,358.77,335.77,358,396.98,271.1,257.2,293.77,237.95,268.01,223.28,230.26,281.26,265.77,265.3,301.36,308.01,309.06,386.65,303.87,336.39,383.49,356.29,287.19,292.58,293.5,302.26,333.01,342.84,340.06,205.54,246.49,230.08,226.04,241.2,187.19,303.29,266.34,300.69,282.43,303.42,132.35,216.45,253.23,233.57,232.06,297.26,381.89,341.54,261.72,296.47,275.93,280.92,362.32,370.57,411.17,278.25,274.66,295.98,277.58,399.38,320.01,346.2,345.1,295.14,319.58,269.47,354.61,301.54,266.69,223.45,261.69,356.04,310.23,347.47,359.08,366.16,376.09,353.65,378.7,363.08,407.07,398.09,393.74,390.59,393.75,361.04,393.32,396.28,450.98,384.1,360.57,341.58,293.45,362.95,287.92,325.27,286.34,381.48,438.44,514.03,606.3,412.5,403.05,330.7,404.59,315.85,311.03,336.16,414.52,409.77,434,493.14,472.54,509.01,366.93,434.73,469.45,527.3,530.63,497.04,496.9,501.08,475.75,540.29,522.74,600.76,535.22,450.61,343.14,550.81,560.28,511.89,440.48,463.91,529.27,366.63,574.91,538.14,466.67,480.7,438.27,448.08,461.87,360.85,344.63,386.67,400.57,392.24,401.62,364.09,330.86,484.31
New Brunswick,Average weekly wage rate,Both full- and part-time employees,Public administration [91] ,Both sexes,15 to 24 years,331.63,373.75,484.43,392.15,400.31,365.28,342.67,323.65,251.06,308.32,283.98,279.79,278.23,236.07,313.5,381.64,369.54,357.9,353.76,339.06,347.23,314.2,364.74,352.7,424.29,329.82,381.17,373.93,324.87,470.26,425.13,424.09,512.94,361.02,x,247.11,324.02,397.7,374.94,366.54,370.08,379.49,366.27,352.25,289.98,293.09,425.71,467.99,x,528.84,x,x,396.43,384.6,364.78,359.55,410.77,369.67,359.52,430.66,x,389.13,351.77,244.38,322.87,369.45,326.39,401.53,587.95,463.8,427.04,437.71,363.07,336.71,293.18,376.04,384.34,381.45,365.44,394.77,276.89,302.3,343.06,254.21,321.89,x,590.94,449.76,437.11,392.69,486.96,470.5,546.42,385.37,345.07,426.69,646.91,625.51,x,497.59,476.83,482.92,532.7,570.77,511.75,447.39,411.04,365.84,417.61,362.5,427.68,450.46,431.3,419.38,407.79,408.05,432.12,563.33,652.49,413.36,602.84,738.15,x,x,427.29,488.01,470.76,492.46,534.85,436.87,425.04,289.84,528.63,518.76,539.02,620.24,431,526.96,457.83,470.78,507.79,488.22,524.11,415.61,533.65,695.21,687.48,730.17,590.68,626.48,504.96,454.51,553.76,497.04,459.51,238.22,367.5,416.68,311.68,372.38,462.38,396.19,451.84,454.21,367.92,473.13,575.39,621.06,662.13,385.01,433.45,429.41,497.93,488.19,508.58,524.08,626.25,688.38,706.36,685.17,789.17
Quebec,Average weekly wage rate,Both full- and part-time employees,Agriculture [111-112 1100 1151-1152]  (11),Both sexes,15 to 24 years,140.38,222.77,220.87,230.58,282.34,339.99,284.31,304.55,330.44,358.16,319.91,317.25,306.82,291.8,290.06,298.28,339.7,316.6,325.15,342.81,304.11,278.32,260.71,247.2,235.67,240.62,273.46,292.84,275.1,309.7,289.03,324.11,291.56,273.25,282.17,289.88,347.18,357.05,297.63,295.99,303.05,303.63,308,326.28,320.49,267.39,297.6,295.47,257.79,310.06,307.41,286.23,314.25,279.77,322.58,324.6,322,286.32,283.95,439.85,224.09,267.47,253.39,309.84,312.56,330.07,367.88,365.75,426.38,371.78,430.54,376.78,331.97,241.67,265.63,216.1,292.44,275.12,324.98,295.11,238.34,380.67,396.63,279.52,288.55,290.98,239.52,288.36,296.42,365.49,311.98,314.75,283.21,282.45,218.59,213.33,170.22,179.24,253.08,242.96,295.72,336.09,331.35,437.69,331.73,319.98,254.4,289.25,219,224.76,194.34,230.12,351.34,332.59,310.03,333.47,309.95,275.56,516.58,299.84,344.95,384.62,192.59,358.43,324.63,261.53,322.65,340.42,263.04,237.79,303.99,264.12,282.55,277.99,255.93,271.54,284.26,280.3,353.22,360.39,378.53,374.79,459.19,353.09,365.82,316.42,295.11,301.09,374.9,517.83,387.23,374.27,341.54,320.91,450.73,418.26,336.32,388.79,494.04,358.72,401.32,321.38,341.17,388.79,415.24,466.75,452.16,478.81,465.18,392.6,295.13,373.53,385.6,417.24,428.1,444.87,344.32,330.85,324.12,320.44,283.96
Quebec,Average weekly wage rate,Both full- and part-time employees,"Forestry, fishing, mining, quarrying, oil and gas [21 113-114 1153 2100]  (12,13)",Both sexes,15 to 24 years,534.02,509.94,450.43,509.74,495.37,502.7,533.55,488.88,515.49,544.17,521.8,496.74,484.53,578.27,484.43,511.41,451.55,414.92,509.6,536.57,557.24,531.75,451.23,498.21,558.28,517.86,453.51,363.22,556.78,448.07,500.28,494.81,561.74,496.16,406.43,851.11,521.45,560.86,548.18,385.07,436.38,467.33,447.73,471.86,393.8,381.69,461.23,363.35,448.21,x,660.4,674.24,574.72,539.14,501.4,553.75,558.83,645.67,650.46,580.23,572.83,593.05,550.58,693.12,523.63,601.82,596.74,553.73,613.4,x,494.39,549.73,x,x,521.66,563.75,694.74,609.39,688.14,781.73,676.49,686.63,x,x,x,749.13,753.14,749.11,614.89,621.8,464.82,458.68,x,x,x,x,x,x,x,x,707.96,645.15,728.23,606.58,647.2,601.6,x,x,x,x,817.81,712.41,x,687.1,559.28,490.58,x,x,712.57,446.44,426.33,391.3,478.63,664.87,704.22,727.27,628.08,626.35,x,844.36,815.18,793.04,811.73,852.01,1002.17,1028.64,868.12,x,820.5,919.4,871.71,679.84,1089.5,732.71,468.8,601.33,677.7,636.16,685.99,722.31,909.17,791.47,949.76,880.06,x,x,x,x,x,x,747.63,714.87,592.57,668.15,762.24,643.55,700.42,614.33,588.5,639.99,1026.43,1026.73,1020.57,879.05,669.72,783.85,531.53,672.75,736.14,x,x
Quebec,Average weekly wage rate,Both full- and part-time employees,Utilities [22] ,Both sexes,15 to 24 years,x,x,x,x,x,428.52,429.11,x,x,x,x,x,x,x,461.01,463.91,471.35,475.1,422.27,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,401.08,x,x,x,x,x,x,627.9,647.2,629.54,x,x,x,x,x,x,x,x,x,736.85,x,x,x,x,x,542.4,585.62,394.9,607.14,532.9,x,x,x,x,x,x,x,x,x,x,x,x,741.62,x,551.29,554.04,788.67,x,x,x,x,x,x,x,x,x,x,467.99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,571.34,558.88,x,x,x,x,x,x,x,x,x,x,x,x,821.06,x,x,x,x,x,x,x,x,x,746.82,749.66,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,600.97,664.71,650.92,1006.72,1040.54,1062.59,x,x,x,x,x,x,x,496.29,546.43,580.46,x,x
Quebec,Average weekly wage rate,Both full- and part-time employees,Construction [23] ,Both sexes,15 to 24 years,439.83,446.66,455.77,447.09,435.13,467.91,424.6,414.58,446.92,492.82,506.38,434.17,435.45,401.15,435.27,451.73,519.38,483.87,500.28,515.47,476.39,441.16,467.87,451.49,435.27,416.47,460.52,498.91,493.55,513.63,577.44,537.39,554.97,531.25,520.95,555.43,497.66,531.98,468.71,488.76,449.18,524.54,536.5,539.85,556.84,506.84,491.98,517.56,573.08,582.63,590.7,602.95,588.77,540.53,505.04,542.4,562.8,496.19,524,514.02,541.52,535.15,528.28,529.32,552.5,629.04,566.27,607.68,613.44,652.36,679.12,629.86,575.22,548.8,564.97,632.41,635.96,504.28,610.29,607.91,669.53,615.79,570.45,640.35,600.99,539.82,603.97,562.16,618.59,637.34,614.33,646.96,652.45,669.55,717.84,735.24,584.03,557.9,572.61,676.14,667.97,656.89,617.02,606.05,630.65,651.03,666.48,682.15,660.95,606.39,672.62,670.01,632.27,625.25,579.22,588.12,620.78,592.04,583.92,608.71,636.1,688.5,702.74,755.83,774.92,717.48,695.86,670.41,693.12,682.94,604.07,683.64,694.46,757.31,734.48,639.07,581.2,599.85,631.7,666.92,674.17,707.99,688.54,655.79,718.55,727.16,774.93,791.54,686.81,746.39,696.12,744.92,743.49,790.55,787.95,808.91,760.37,737.34,666.47,621.59,677.56,664.24,664.06,702.87,713.82,777.25,750.14,771.83,723.32,846.48,967.92,848.09,863.45,805.09,791.3,735.79,714.2,719.47,720.34,692.97,591.01
Quebec,Average weekly wage rate,Both full- and part-time employees,Manufacturing [31-33] ,Both sexes,15 to 24 years,426.65,427.45,402.61,392.83,411.56,424.6,413.75,416.98,420.93,423.19,417.49,394.07,396.75,406.38,418.93,405.65,414.61,424,432.72,445.24,440.21,423.17,421.11,425.17,434.68,447.16,460.77,453.21,454.11,436.3,441.76,442.91,443.64,423.14,402.62,422.23,433.03,424.71,420.13,441.3,450.23,445.15,447.05,465.8,432.24,439.11,451.41,441.28,470.25,433.04,429.83,430.99,450.88,447.58,433.68,440.9,435.46,418.3,421,402.5,444.11,418.66,415.03,436.45,453.48,460.3,446.93,452.48,435.81,425.79,405.39,408.5,397.05,439.38,489.33,468.49,481.59,494.76,483.53,464.64,479.92,456.81,438.05,426.74,454.02,482.48,469.5,483.79,487.11,483.02,470.84,466.09,452.51,491.07,526.08,514.9,520.25,487.89,478.68,481.06,485.37,488.73,498.79,509.58,518.45,512.72,510.68,501.87,477.51,514.43,510.64,495,491.42,507.19,474.04,495.62,520.56,478.83,479.61,496.35,529.31,545.24,524.09,516.44,545.6,549.4,510.13,497.82,516.68,474.86,508.99,534.13,514.47,564.2,509.17,504.07,545.25,535.78,539.51,559.96,497.53,524.42,532.84,521.89,512.86,552.98,543.46,514.98,506.98,515.27,529.03,516.36,540.48,532.2,542.09,527.53,545.5,532.91,555.1,545.12,530.05,549.62,540.64,583.18,543.09,489.75,510.63,500.23,492.3,485.97,497.19,513.15,577.16,578.25,592.4,608.78,611.36,594.49,542.3,548.42,576.2
Quebec,Average weekly wage rate,Both full- and part-time employees,Trade [41 44-45] ,Both sexes,15 to 24 years,211.86,204.85,201.13,206.94,208.85,229.65,245.69,240,212.92,216.47,210.93,207.05,210.91,202.14,221.27,215.93,224.12,239.18,262.82,258.42,228.25,222.07,215.19,211.69,207.02,196.29,200.39,204.74,219.53,238.84,264.45,261.74,221.27,225.15,229.45,225.73,210.3,199.94,207.02,208.52,232.92,237.52,265.66,247.86,231.27,227.04,225.77,216.38,225.83,228.46,222.97,220.92,227.35,255.33,291.24,267.43,226.09,234.84,225.29,212.36,221.18,229.24,224.59,226.05,251.86,265.23,273.16,281.07,239.52,232.75,226.28,232.39,233.01,234.1,240.1,233.68,239.07,259.24,274.65,282.98,241.96,237.52,235.7,228.49,218.34,214.79,229.28,228.35,242.95,259.46,285.12,266.91,228.18,229.35,224.84,225.79,227.33,227.04,234.46,242.83,257.8,286.37,305.76,294.92,247.05,231.94,231.2,239.81,243.07,228.14,221.53,245.05,270.83,298.18,311.6,300.52,252.62,251.86,259.87,239.77,227.8,227.57,213.25,231.69,239.89,269.99,296.1,304.52,268.73,257.62,253.24,263.87,245.95,248.91,251.54,248.97,255.88,264.08,296.7,309.82,268.25,273.88,260.57,253.14,236.53,232.54,247.86,245.36,278.59,290.63,311.63,301.22,261.94,267.86,267.17,260.49,249.39,251.35,261.47,263.89,281.76,303.78,331.88,325.73,273.46,277.95,275,271.92,253.95,242.36,251.22,263.07,282.74,293.43,312.89,308.98,248.72,245.04,255.04,260.07,247.39
Quebec,Average weekly wage rate,Both full- and part-time employees,Transportation and warehousing [48-49] ,Both sexes,15 to 24 years,393.22,399.18,417.99,389.49,409.01,449.66,398.62,401.31,483.72,443.96,377.29,398.99,379.82,360.65,348.6,417.5,410.52,376.78,389.89,365.69,375.9,384.95,375.7,380.17,402.85,368.02,355.62,232.16,247.46,329.46,360.41,326.61,320.7,385.28,412.83,399.49,427.73,413.68,437.62,406.8,370.91,403.23,401.59,426.47,406.63,447.75,411.44,464.62,410.21,342.05,390.84,359.23,384.71,377.86,395.75,421.02,349.98,383.62,498.52,467.93,456.68,462.72,458.3,457.36,458.41,444.37,471.58,466.07,491.33,438.44,394,343.54,425.25,400.53,431.87,359.52,438.11,413.37,403.02,421.13,397.51,395.94,407.17,416.89,454.42,485.55,553.75,506.92,495.53,519.88,480.95,521.37,409.57,396.29,324.88,353.22,445.92,429,368.53,390.19,461.26,435.46,435.33,474.14,429.36,524.78,429.09,371.55,406.32,489.58,556.85,521.78,405.9,365.05,411.54,392.66,406.14,431.14,487.4,510,535.06,493.78,515.63,463.61,460.84,447.84,546.06,501.1,462.66,487.48,484.7,480.61,488.11,458.74,367.02,525.76,581.24,603.79,430.63,478.31,459.59,452,481.05,445.74,457.79,449.76,474.29,509.32,483.25,456.84,527.34,581.68,520.86,568.25,518.88,461.6,469.96,502.04,508.19,524.19,575.02,605.25,572.91,589.27,502.7,489.67,448.87,490.36,398.05,469.88,477.85,428.12,460.95,547.17,522.38,494.03,530.6,433.56,373.09,407.94,554
Quebec,Average weekly wage rate,Both full- and part-time employees,"Finance, insurance, real estate and leasing [52-53] ",Both sexes,15 to 24 years,362.86,396.14,381.71,388.26,363.03,367.77,342,311.93,317.04,301.47,278.29,287.87,269.84,272.9,277.91,270.37,279.45,329.46,315.27,326.54,280.05,294.5,246.6,260.78,252.19,253.09,262.94,272.68,321.03,350.03,364.13,363.42,329.48,327.08,352.47,314.55,330.57,305.91,329.62,333.81,339.67,325.89,324.09,341.15,300.18,248.26,281.77,289.14,296.45,300.3,293.73,288.44,337.62,351.66,351.49,353.22,308.39,295.96,322.39,383.87,366.91,423.34,421.69,375.2,428,400.73,375.49,366.39,310.27,377.24,330.81,399.21,363.29,353.97,340.54,394.31,344.95,387.11,387.16,403.27,382.92,407.68,402.97,359.76,460.8,423.22,310.98,334.43,304.97,325.59,391.99,425.13,392.88,434.15,410.27,421.07,407.98,419.51,361.87,320.25,356.92,333.43,359.54,386.47,368.1,355.85,300.76,289.85,337.57,366.8,413.73,433.6,426.6,450.89,433.5,415.05,340.57,393.59,362.81,325.58,295.86,321,296.38,377.66,504.96,503.18,525.43,557.97,531.34,405.84,416.6,467.4,460.9,493.98,428.81,409.65,437.17,429.63,431.21,416.98,351.11,434.38,361.12,336.15,394.45,412.96,386.89,401.71,460.7,477.26,538.45,487.09,436.61,451.47,439.79,529.95,447.21,508.15,459.31,408.05,502.86,477.33,524.47,482.86,474.73,461.3,369.8,357.94,386.58,432.45,422.74,432.54,483.67,543.05,502.72,534.37,479.04,464.72,556.37,550.8,592.73
